ClipID,Boredom,Engagement,Confusion,Frustration ,frame_path
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_05.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_06.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_07.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_08.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_09.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_10.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_11.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_12.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_13.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_14.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_15.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_16.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_17.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_18.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_19.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_20.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_21.jpg
4000221006.avi,1,2,0,0,DataSet_Frames/Validation/4000221006_22.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_01.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_02.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_03.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_04.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_05.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_06.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_07.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_08.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_09.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_10.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_11.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_12.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_13.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_14.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_15.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_16.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_17.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_18.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_19.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_20.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_21.jpg
4000221008.avi,0,3,0,0,DataSet_Frames/Validation/4000221008_22.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_01.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_02.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_03.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_04.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_05.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_06.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_07.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_08.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_09.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_10.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_11.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_12.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_13.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_14.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_15.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_16.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_17.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_18.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_19.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_20.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_21.jpg
4000221009.avi,2,2,0,0,DataSet_Frames/Validation/4000221009_22.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_01.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_02.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_03.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_04.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_05.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_06.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_07.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_08.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_09.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_10.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_11.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_12.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_13.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_14.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_15.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_16.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_17.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_18.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_19.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_20.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_21.jpg
4000221010.avi,2,2,1,1,DataSet_Frames/Validation/4000221010_22.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_01.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_02.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_03.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_04.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_05.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_06.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_07.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_08.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_09.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_10.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_11.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_12.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_13.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_14.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_15.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_16.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_17.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_18.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_19.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_20.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_21.jpg
4000221011.avi,2,2,1,0,DataSet_Frames/Validation/4000221011_22.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_01.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_02.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_03.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_04.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_05.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_06.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_07.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_08.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_09.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_10.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_11.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_12.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_13.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_14.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_15.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_16.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_17.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_18.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_19.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_20.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_21.jpg
4000221013.avi,3,2,0,0,DataSet_Frames/Validation/4000221013_22.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_01.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_02.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_03.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_04.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_05.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_06.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_07.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_08.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_09.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_10.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_11.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_12.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_13.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_14.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_15.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_16.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_17.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_18.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_19.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_20.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_21.jpg
4000221014.avi,2,2,0,1,DataSet_Frames/Validation/4000221014_22.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_01.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_02.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_03.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_04.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_05.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_06.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_07.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_08.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_09.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_10.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_11.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_12.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_13.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_14.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_15.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_16.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_17.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_18.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_19.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_20.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_21.jpg
4000221015.avi,3,2,3,0,DataSet_Frames/Validation/4000221015_22.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_01.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_02.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_03.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_04.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_05.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_06.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_07.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_08.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_09.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_10.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_11.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_12.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_13.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_14.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_15.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_16.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_17.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_18.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_19.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_20.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_21.jpg
4000221016.avi,0,3,0,0,DataSet_Frames/Validation/4000221016_22.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_01.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_02.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_03.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_04.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_05.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_06.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_07.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_08.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_09.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_10.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_11.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_12.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_13.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_14.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_15.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_16.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_17.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_18.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_19.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_20.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_21.jpg
4000221017.avi,0,3,0,0,DataSet_Frames/Validation/4000221017_22.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_01.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_02.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_03.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_04.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_05.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_06.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_07.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_08.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_09.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_10.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_11.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_12.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_13.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_14.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_15.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_16.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_17.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_18.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_19.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_20.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_21.jpg
4000221018.avi,0,2,0,0,DataSet_Frames/Validation/4000221018_22.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_01.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_02.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_03.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_04.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_05.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_06.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_07.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_08.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_09.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_10.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_11.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_12.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_13.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_14.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_15.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_16.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_17.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_18.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_19.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_20.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_21.jpg
4000221024.avi,3,2,0,1,DataSet_Frames/Validation/4000221024_22.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_01.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_02.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_03.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_04.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_05.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_06.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_07.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_08.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_09.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_10.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_11.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_12.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_13.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_14.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_15.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_16.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_17.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_18.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_19.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_20.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_21.jpg
4000221033.avi,1,2,0,0,DataSet_Frames/Validation/4000221033_22.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_01.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_02.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_03.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_04.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_05.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_06.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_07.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_08.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_09.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_10.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_11.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_12.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_13.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_14.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_15.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_16.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_17.jpg
4000221034.avi,2,2,0,0,DataSet_Frames/Validation/4000221034_18.jpg
